Start Time:  2/18/2019 8:03:03 PM         Time Completed:  2/18/2019 11:36:02 PM    Elapsed Time:  03:32:59
Sample ID:     IRM_DCD_Floppy_401pts_2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\IRM_Floopy\IRM_Floopy,exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\IRM_Floopy\IRM_Floopy,stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,dat

***DATA***

Field(Oe)	 Moment(emu)	
 2410,0518 	 0,00097404548 	
 2419,9624 	 0,00097160745 	
 2430,0063 	 0,00097180047 	
 2440,1553 	 0,00097672143 	
 2450,0815 	 0,00097421051 	
 2460,0483 	 0,00097622805 	
 2470,0967 	 0,00097530516 	
 2480,0796 	 0,00098243657 	
 2490,0039 	 0,00097151306 	
 2499,991 	 0,00097506307 	
 2509,9031 	 0,0009747707 	
 2519,9954 	 0,00097593018 	
 2529,9285 	 0,00097807147 	
 2539,9666 	 0,00097880028 	
 2550,05 	 0,00097445796 	
 2560,0493 	 0,00097862582 	
 2570,1208 	 0,00097481211 	
 2580,1436 	 0,00097576169 	
 2589,9077 	 0,00097892146 	
 2599,9536 	 0,0009746093 	
 2610,1294 	 0,00097527354 	
 2619,9319 	 0,00097690329 	
 2630,0181 	 0,00097257502 	
 2640,0559 	 0,00097760559 	
 2649,9678 	 0,00097649294 	
 2659,9058 	 0,00098047123 	
 2670,0288 	 0,00098098607 	
 2679,9153 	 0,00097209355 	
 2689,998 	 0,00098176772 	
 2699,8481 	 0,00097763632 	
 2709,9912 	 0,00097843894 	
 2719,9092 	 0,00097916402 	
 2730,0706 	 0,00097810542 	
 2739,9905 	 0,00097491196 	
 2749,957 	 0,00097137945 	
 2760,0317 	 0,00097531757 	
 2770,0879 	 0,00097683413 	
 2780,0493 	 0,00098028458 	
 2789,9282 	 0,00098099218 	
 2800,0503 	 0,00098162943 	
 2810,1299 	 0,00098132579 	
 2819,9722 	 0,00098248824 	
 2829,9307 	 0,00097676831 	
 2840,0181 	 0,00098038105 	
 2849,9814 	 0,00097933294 	
 2860,0557 	 0,00097892642 	
 2870,0391 	 0,00098065798 	
 2880,0391 	 0,00097763105 	
 2889,9521 	 0,00097702028 	
 2900,0562 	 0,00097549654 	
 2910,0278 	 0,00097698274 	
 2920,0225 	 0,00097675383 	
 2930,0391 	 0,00097261942 	
 2940,0259 	 0,0009809193 	
 2949,981 	 0,0009769825 	
 2959,9507 	 0,00097715572 	
 2970,1089 	 0,00097650304 	
 2980,0215 	 0,00097814493 	
 2989,9966 	 0,00097744719 	
 3000,0139 	 0,00097660081 	
 3010,0627 	 0,00098357641 	
 3020,0122 	 0,00098063286 	
 3030,0667 	 0,00098369105 	
 3040,002 	 0,00097599375 	
 3050,1248 	 0,0009820222 	
 3059,999 	 0,00097239422 	
 3070,1106 	 0,00097964514 	
 3079,9451 	 0,00098086221 	
 3090,0642 	 0,00097522748 	
 3099,9824 	 0,00098132027 	
 3110,0625 	 0,000984038 	
 3119,9312 	 0,00098532814 	
 3130,0288 	 0,00097881456 	
 3140,0493 	 0,00097492431 	
 3149,9751 	 0,0009827808 	
 3160,0828 	 0,00098194473 	
 3170,0518 	 0,0009806218 	
 3179,9436 	 0,00097880325 	
 3189,9678 	 0,00098032086 	
 3200,1775 	 0,00097465596 	
 3209,9983 	 0,00097644016 	
 3219,9773 	 0,000983626 	
 3230,0098 	 0,00098044403 	
 3240,0667 	 0,00098211646 	
 3249,8958 	 0,00098131405 	
 3260,0479 	 0,00098133061 	
 3270,0259 	 0,00098331932 	
 3279,9009 	 0,00097735401 	
 3290,1152 	 0,00097910209 	
