Start Time:  2/19/2019 3:25:23 PM         Time Completed:  2/19/2019 8:50:59 PM     Elapsed Time:  05:25:35
Sample ID:     dcd_prunba_3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.dat

***DATA***

Field(Oe)	 Moment(emu)	
 3010.0315 	 0.00097578278 	
 3019.8616 	 0.00098442063 	
 3030.1641 	 0.00097697781 	
 3040.0308 	 0.00097712861 	
 3049.8916 	 0.00098163187 	
 3060.0254 	 0.00098233957 	
 3069.8862 	 0.00098033955 	
 3080.1272 	 0.00097499759 	
 3089.968 	 0.00098025388 	
 3100.1167 	 0.00097976142 	
 3110.0908 	 0.00098060209 	
 3120.0698 	 0.00098455608 	
 3130.1519 	 0.00097662498 	
 3139.864 	 0.0009740873 	
 3150.0127 	 0.00098461055 	
 3160.187 	 0.00097941409 	
 3170.1455 	 0.00098401771 	
 3180.176 	 0.00098102958 	
 3189.8064 	 0.00098416621 	
 3200.0374 	 0.00097931434 	
 3210.176 	 0.00098702985 	
 3219.9189 	 0.00097422957 	
 3229.9495 	 0.00098132859 	
 3240.2312 	 0.00097876873 	
 3249.9897 	 0.00098474084 	
 3260.123 	 0.00097983155 	
 3270.1436 	 0.00098183458 	
 3279.7739 	 0.0009748382 	
 3290.2666 	 0.00098117244 	
 3300.2456 	 0.00098146552 	
 3310.0249 	 0.00098045594 	
 3320.1221 	 0.00097733228 	
 3329.9678 	 0.00098413798 	
 3339.9985 	 0.0009787626 	
 3350.1211 	 0.00098159964 	
